Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Camis Phone Number,Location 1
SIDEWALK CAFE,1278803,Unenclosed,206,BAR STUZZICHINI,,BROADWAY,928 BROADWAY,,10010,2127805100,"928 BROADWAY
NEW YORK, NY 10010
(40.740027902393365, -73.98954107030721)"
SIDEWALK CAFE,1279364,Unenclosed,101,SETTEBELLO LLC,,EAST   11 STREET,647 EAST   11 STREET,,10009,2127773355,"647 11 STREET
NEW YORK, NY 10009
(40.72723368581388, -73.9788525278906)"
SIDEWALK CAFE,1279546,Unenclosed,96,"FGNY 496 LAGUARDIA, LLC",,LAGUARDIA PLACE,496 LAGUARDIA PLACE,,10012,2125055861,"496 LAGUARDIA PLACE
NEW YORK, NY 10012
(40.72736544822084, -73.99955052449332)"
SIDEWALK CAFE,1279573,Unenclosed,148,"HALF PINT ON THOMPSON, LLC",,THOMPSON STREET,234 THOMPSON STREET,,10012,2122601088,"234 THOMPSON STREET
NEW YORK, NY 10012
(40.72956666855572, -73.99865476402994)"
SIDEWALK CAFE,1279584,Unenclosed,145,PRISHTINA REST. CORP,,ARTHUR AVENUE,2325 ARTHUR AVENUE,,10458,7182204254,"2325 ARTHUR AVENUE
BRONX, NY 10458
(40.85386741785641, -73.88905133306511)"
SIDEWALK CAFE,1279912,Unenclosed,128,WATER MOON AT NYC INC.,,COLUMBUS AVENUE,467 COLUMBUS AVENUE,,10024,9173763416,"467 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78418461403203, -73.97385689411624)"
SIDEWALK CAFE,1280168,Unenclosed,212,2888 BROADWAY LLC,,BROADWAY,2888 BROADWAY,,10025,2123623004,"2888 BROADWAY
NEW YORK, NY 10025
(40.80567746451814, -73.96543086625722)"
SIDEWALK CAFE,1280169,Unenclosed,264,S.A.V. ASSOCIATES INC.,,BROADWAY,2637 BROADWAY,,10025,2126651141,"2637 BROADWAY
NEW YORK, NY 10025
(40.79712585803367, -73.97010672125401)"
SIDEWALK CAFE,1280217,Unenclosed,112,CALOUNE CORP.,TOURNESOL RESTAURANT,VERNON BOULEVARD,50-12 VERNON BOULEVARD,,11101,7184724355,"50 12 VERNON BOULEVARD
QUEENS, NY 11101
(40.74570244980828, -73.93866902925225)"
SIDEWALK CAFE,1280485,Unenclosed,453,G.V.S BAKERY INC,,DITMARS BOULEVARD,36-21 DITMARS BOULEVARD,,11105,7187266969,"36 21 DITMARS BOULEVARD
QUEENS, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1280572,Enclosed,461,74 SEVENTH LLC,,BARROW STREET,37 BARROW STREET,,10014,2129806363,"37 BARROW STREET
NEW YORK, NY 10014
(40.73220027136173, -74.00372174978025)"
SIDEWALK CAFE,1280649,Unenclosed,87,PEARLSTONE BURGER CORPORATION,,PEARL STREET,77 PEARL STREET,,10004,2122699100,"77 PEARL STREET
NEW YORK, NY 10004
(40.703871489045376, -74.01045410227373)"
SIDEWALK CAFE,1280660,Unenclosed,131,"TWO BIKES, LLC",LITTLE GIANT FOOD & DRINK,ORCHARD STREET,85 ORCHARD STREET,,10002,2122265047,"85 ORCHARD STREET
NEW YORK, NY 10002
(40.71794172706875, -73.9903561418569)"
SIDEWALK CAFE,1280757,Enclosed,312,MTLC CORPORATION,,41 STREET,47-57 41 STREET,,11104,7187844651,"47 57 41 STREET
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
SIDEWALK CAFE,1281025,Unenclosed,311,RESTAURANT 101 INC.,,DYCKMAN STREET,101B DYCKMAN STREET,,10040,2125672288,"101B DYCKMAN STREET
NEW YORK, NY 10040
(40.861868050922965, -73.92492478250199)"
SIDEWALK CAFE,1281431,Unenclosed,185,BEN TAS CORP,OTHELLO DELI,24 AVENUE,26-19 24 AVENUE,,11102,7189561337,"26 19 24 AVENUE
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
SIDEWALK CAFE,1281748,Unenclosed,400,316 BOWERY LLC,,BOWERY,316 BOWERY,,10012,2123437017,"316 BOWERY
NEW YORK, NY 10012
(40.7251441228085, -73.99231098215745)"
SIDEWALK CAFE,1281789,Unenclosed,142,SAMALITAS OF CALIFORNIA II LLC,,1 AVENUE,1681 1 AVENUE,,10128,2127375070,"1681 1 AVENUE
NEW YORK, NY 10128
(40.77780784574763, -73.94872060858418)"
SIDEWALK CAFE,1281798,Unenclosed,196,"BELSTAR ICE CREAM CO, LLC",,BROADWAY,34-20 BROADWAY,,11106,5163010943,"34 20
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,1281981,Unenclosed,54,RAYNICK CORP,,ALLEN STREET,205 ALLEN STREET,,10002,2122898226,"205 ALLEN STREET
NEW YORK, NY 10002
(40.72269025539324, -73.98889809597169)"
SIDEWALK CAFE,1282036,Unenclosed,201,14TH STREET BELLA PIZZA CORP,,FIRST AVENUE,232 FIRST AVENUE,,10009,2122283869,"232 FIRST AVENUE
NEW YORK, NY 10009
(40.73123592147614, -73.98260952353425)"
SIDEWALK CAFE,1282220,Enclosed,370,GEISHA NYC LLC,,EAST   18 STREET,111 EAST   18 STREET,,10003,2125574445,"111 18 STREET
NEW YORK, NY 10003
(40.736866410066625, -73.98786156869676)"
SIDEWALK CAFE,1282359,Unenclosed,287,"TIRAMISU RESTAURANT, LLC",,THIRD AVENUE,1410 THIRD AVENUE,,10028,2129889780,"1410 THIRD AVENUE
NEW YORK, NY 10028
(40.77508347509553, -73.95668883657686)"
SIDEWALK CAFE,1282383,Unenclosed,135,149 BROADWAY RESTAURANT LLC,,BROADWAY,149 BROADWAY,,11211,7183846343,"149 BROADWAY
BROOKLYN, NY 11211
(40.71032129608832, -73.96334593130084)"
SIDEWALK CAFE,1282391,Unenclosed,288,"DUMONT BURGER, LLC",,BEDFORD AVENUE,314 BEDFORD AVENUE,,11211,7183846128,"314 BEDFORD AVENUE
BROOKLYN, NY 11211
(40.71366773434968, -73.96187537357426)"
SIDEWALK CAFE,1282473,Unenclosed,520,DINOSAUR RESTAURANTS LLC,,12 AVENUE,2293 12 AVENUE,AKA 646 WEST 131 STREET,10027,2126941777,"2293 12 AVENUE
NEW YORK, NY 10027
(40.82001881984105, -73.9588646445019)"
SIDEWALK CAFE,1282506,Enclosed,431,SHAKE SHACK 366 COLUMBUS LLC,,COLUMBUS AVENUE,366 COLUMBUS AVENUE,,10024,2122271771,"366 COLUMBUS AVENUE
NEW YORK, NY 10024
(40.78096513726777, -73.97623556586913)"
SIDEWALK CAFE,1282650,Unenclosed,149,MEATH TRAILS INC.,,SECOND AVENUE,61 SECOND AVENUE,,10003,2123880662,"61 SECOND AVENUE
NEW YORK, NY 10003
(40.72589955331307, -73.98963999573044)"
SIDEWALK CAFE,1282674,Unenclosed,30,JZ FOOD & WINE LLC,,8 AVENUE,47 8 AVENUE,,10014,2122553900,"47 8 AVENUE
NEW YORK, NY 10014
(40.7384185780008, -74.00388621719124)"
SIDEWALK CAFE,1282774,Unenclosed,146,201 REST. 95TH STREET CORP.,,W 95TH ST,201 W 95TH ST,,10025,6462496822,"201 95TH ST
NEW YORK, NY 10025
(40.793425325175214, -73.97088392680055)"
SIDEWALK CAFE,1282833,Unenclosed,417,FIASCO GROUP LLC,,3 AVENUE,323 3 AVENUE,,10010,2126833035,"323 3 AVENUE
NEW YORK, NY 10010
(40.73961727715623, -73.98253162641004)"
SIDEWALK CAFE,1282959,Unenclosed,143,NANOOSH BROADWAY L.L.C.,,BROADWAY,2012 BROADWAY,,10023,2123627922,"2012 BROADWAY
NEW YORK, NY 10023
(40.775865885261, -73.98203173136255)"
SIDEWALK CAFE,1282969,Unenclosed,290,"64 WEST RESTAURANT, LLC",BAR BOULUD,BROADWAY,1900 BROADWAY,,10023,2125951313,"1900 BROADWAY
NEW YORK, NY 10023
(40.77135954602272, -73.98199663393459)"
SIDEWALK CAFE,1283230,Unenclosed,360,600 WEST 169TH REST. INC.,,BROADWAY,4015 BROADWAY,,10032,2129281234,"4015 BROADWAY
NEW YORK, NY 10032
(40.84164929981816, -73.93950144614907)"
SIDEWALK CAFE,1283503,Unenclosed,244,CGM OTA LLC,,BROADWAY,2170 BROADWAY,,10024,9175351951,"2170 BROADWAY
NEW YORK, NY 10024
(40.782143153025515, -73.98079966018241)"
SIDEWALK CAFE,1283520,Unenclosed,291,LA PERLE NOIRE CAFE AND BAKERY LLC,,LENOX AVENUE,420 LENOX AVENUE,,10037,2122341777,"420 LENOX AVENUE
NEW YORK, NY 10037
(40.81165890202715, -73.94256948071688)"
SIDEWALK CAFE,1283546,Unenclosed,,"DA ECIB USA, INC.",BICE RISTORANTE,EAST   54 STREET,7 EAST   54 STREET,,10022,2126881999,"7 54 STREET
NEW YORK, NY 10022
(40.76090170046884, -73.97496553851606)"
SIDEWALK CAFE,1283551,Unenclosed,91,"KEBAB GARDEN, INC.",,FIRST AVENUE,128 FIRST AVENUE,,10009,2122284805,"128 FIRST AVENUE
NEW YORK, NY 10009
(40.727356455000574, -73.98548512795509)"
SIDEWALK CAFE,1283635,Unenclosed,120,"JPS VENTURES, INC",ST. JAMES GATE,AMSTERDAM AVENUE,441 AMSTERDAM AVENUE,,10024,2123626202,"441 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78446926576978, -73.97731856037404)"
SIDEWALK CAFE,1283643,Enclosed,224,JPS VENTURES INC.,ST. JAMES CAFE,AMSTERDAM AVENUE,441 AMSTERDAM AVENUE,,10024,212,"441 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78446926576978, -73.97731856037404)"
SIDEWALK CAFE,1283821,Unenclosed,63,237 BEDFORD AVENUE RESTAURANT CORP.,,BEDFORD AVENUE,237 BEDFORD AVENUE,,11211,7183025353,"237 BEDFORD AVENUE
BROOKLYN, NY 11211
(40.71593966146671, -73.95974006256843)"
SIDEWALK CAFE,1283822,Unenclosed,235,THOMPSON REST. INC,,WEST   44 STREET,358 WEST   44 STREET,,10036,2128070916,"358 44 STREET
NEW YORK, NY 10036
(40.75921332909788, -73.99052196536906)"
SIDEWALK CAFE,1283835,Unenclosed,224,LIC SEAFOOD INC.,OFF THE HOOK,36 AVENUE,32-10 36 AVENUE,,11106,7187866015,"32 10 36 AVENUE
QUEENS, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,1284013,Unenclosed,412,KALAMAKI TAVERNA INC,,23 AVENUE,28-13 23 AVENUE,,11105,7187289056,"28 13 23 AVENUE
ASTORIA, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1284057,Unenclosed,204,"MICKEY'S PLACE ON 43RD ST., LTD",BAR 43,43 STREET,43-06 43 STREET,,11104,7183613090,"43 06 43 STREET
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
SIDEWALK CAFE,1284842,Unenclosed,183,IL GALLO CEDRONE LTD,,HAVEMEYER STREET,116 HAVEMEYER STREET,,11211,6468724085,"116 HAVEMEYER STREET
BROOKLYN, NY 11211
(40.712782974585025, -73.95683496327754)"
SIDEWALK CAFE,1285032,Unenclosed,146,265 PASTRY LLC,,LAFAYETTE STREET,265 LAFAYETTE STREET,,10012,6465102143,"265 LAFAYETTE STREET
NEW YORK, NY 10012
(40.72349868289508, -73.99655890532276)"
SIDEWALK CAFE,1285644,Unenclosed,251,LM RESTAURANT GROUP LLC,,EAST   15 STREET,120 EAST   15 STREET,,10003,9176706632,"120 15 STREET
NEW YORK, NY 10003
(40.73463761939186, -73.98834760821919)"
SIDEWALK CAFE,1285652,Unenclosed,338,ARDIAN CORP,,DITMARS BOULEVARD,33-07 DITMARS BOULEVARD,,11105,7185458666,"33 07 DITMARS BOULEVARD
QUEENS, NY 11105
(40.780092072491186, -73.90960650023976)"
SIDEWALK CAFE,1285670,Enclosed,497,NEW KO-SUSHI JAPANESE RESTAURANT INC,,2 AVENUE,1329 2 AVENUE,,10021,2124391678,"1329 2 AVENUE
NEW YORK, NY 10021
(40.76769104801468, -73.95916197215746)"
SIDEWALK CAFE,1285810,Unenclosed,401,LOKAL RESTAURANT CORP,,LORIMER STREET,905 LORIMER STREET,,11222,7185997007,"905 LORIMER STREET
BROOKLYN, NY 11222
(40.723528223958596, -73.95171405895464)"
SIDEWALK CAFE,1286005,Unenclosed,158,CARAPINA LLC,,BLEECKER STREET,233 BLEECKER STREET,,10014,9175828684,"233 BLEECKER STREET
NEW YORK, NY 10014
(40.73018212806163, -74.00235247131118)"
SIDEWALK CAFE,1286845,Unenclosed,208,SL & H BAGEL INC.,,2 AVENUE,1228 2 AVENUE,,10065,2129440956,"1228 2 AVENUE
NEW YORK, NY 10065
(40.76393985403218, -73.96187472537068)"
SIDEWALK CAFE,1287002,Unenclosed,222,RF RESTAURANT & FOOD CORP,CAFE ESPANOL,CARMINE STREET,78 CARMINE STREET,,10014,2126451393,"78 CARMINE STREET
NEW YORK, NY 10014
(40.72964341656718, -74.00450682523098)"
SIDEWALK CAFE,1287020,Unenclosed,347,394 CITY ISLAND AVE INC,,CITY ISLAND AVENUE,394 CITY ISLAND AVENUE,,10464,7188859885,"394 CITY ISLAND AVENUE
BRONX, NY 10464
(40.84959293365569, -73.78732638667864)"
SIDEWALK CAFE,1287121,Unenclosed,262,BROOKLYN BAR NYC INC,EAST VILLAGE TAVERN,AVENUE C,158 AVENUE C,,10009,3478376120,"158 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
SIDEWALK CAFE,1287124,Enclosed,300,STEVEN JAY LLC,PARLOR STEAKHOUSE,THIRD AVENUE,1600 THIRD AVENUE,,10128,7183530002,"1600 THIRD AVENUE
NEW YORK, NY 10128
(40.78122584455565, -73.95221920609123)"
SIDEWALK CAFE,1287126,Unenclosed,176,BB AT 55TH & 5TH LLC,,WEST   55 STREET,60 WEST   55 STREET,,10019,6469437340,"60 55 STREET
NEW YORK, NY 10019
(40.76245620533106, -73.97685117512759)"
SIDEWALK CAFE,1287689,Unenclosed,141,3952 BWAY CORP.,,BROADWAY,3952 BROADWAY,,10032,2128575412,"3952 BROADWAY
NEW YORK, NY 10032
(40.83954207233416, -73.94071333124946)"
SIDEWALK CAFE,1287835,Unenclosed,143,NARGIS CORP,,CONEY ISLAND AVENUE,2818 CONEY ISLAND AVENUE,,11235,7188727888,"2818 CONEY ISLAND AVENUE
BROOKLYN, NY 11235
(40.58793957376009, -73.96049416751836)"
SIDEWALK CAFE,1288036,Unenclosed,81,609 EDIBLES LLC,,ARTHUR AVENUE,2410 ARTHUR AVENUE,,10458,7187339879,"2410 ARTHUR AVENUE
BRONX, NY 10458
(40.85576560657786, -73.88735316104305)"
SIDEWALK CAFE,1288706,Unenclosed,199,"GRAND SICHUAN 7 AVE., INC",,7 AVENUE SOUTH,15 7 AVENUE SOUTH,,10014,2123616091,"15 7 AVENUE
NEW YORK, NY 10014
(40.730135360071074, -74.00478457870383)"
SIDEWALK CAFE,1289076,Unenclosed,336,EU RESTAURANT LLC,,EAST    4 STREET,235 EAST    4 STREET,,10009,9178800821,"235 4 STREET
NEW YORK, NY 10009
(40.7234891166481, -73.98294048897056)"
SIDEWALK CAFE,1289202,Unenclosed,390,VERO MIDTOWN LLC,,2 AVENUE,1004 2 AVENUE,,10022,2125336700,"1004 2 AVENUE
NEW YORK, NY 10022
(40.75688119722247, -73.9670490263544)"
SIDEWALK CAFE,1289238,Unenclosed,91,ALFREDO'S COAL OVEN PIZZERIA CORP,,W 57TH ST,117 W 57TH ST,,10019,2126882762,"117 57TH ST
NEW YORK, NY 10019
(40.76474127175857, -73.97819162629742)"
SIDEWALK CAFE,1289245,Unenclosed,110,OPA-EUROPA INC,,9 AVENUE,749 9 AVENUE,,10019,9172457992,"749 9 AVENUE
NEW YORK, NY 10019
(40.76386892939013, -73.98865074149819)"
SIDEWALK CAFE,1289251,Unenclosed,147,M & M 28TH ST RESTAURANT LLC,,8 AVENUE,382 8 AVENUE,,10001,9177055119,"382 8 AVENUE
NEW YORK, NY 10001
(40.74912904132992, -73.99567444654701)"
SIDEWALK CAFE,1289261,Unenclosed,209,PASSIONE RISTORANTE LLC,,LEXINGTON AVENUE,1590 LEXINGTON AVENUE,,10029,2126432616,"1590 LEXINGTON AVENUE
NEW YORK, NY 10029
(40.78919383773524, -73.94850500611022)"
SIDEWALK CAFE,1289268,Unenclosed,106,PROGETTO INC.,,WEST   44 STREET,352 WEST   44 STREET,,10036,2123994141,"352 44 STREET
NEW YORK, NY 10036
(40.759462251446564, -73.99103394487582)"
SIDEWALK CAFE,1289619,Unenclosed,545,FUSHA JAPANESE REST. INC.,,AMSTERDAM AVENUE,311 AMSTERDAM AVENUE,,10023,2128779300,"311 AMSTERDAM AVENUE
NEW YORK, NY 10023
(40.78026133431278, -73.98038867568707)"
SIDEWALK CAFE,1290047,Unenclosed,695,WOODHAVEN BLVD REST INC,,WOODHAVEN BOULEVARD,63-98 WOODHAVEN BOULEVARD,,11374,9177716890,"63 98 WOODHAVEN BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
SIDEWALK CAFE,1290090,Unenclosed,211,FOOTPRINT CAFE INC.,,CLARENDON ROAD,5814 CLARENDON ROAD,,11203,7184513181,"5814 CLARENDON ROAD
BROOKLYN, NY 11203
(40.64493186623036, -73.9210202277115)"
SIDEWALK CAFE,1290477,Unenclosed,150,"4 RUNNERS, INC",,WEST   14 STREET,310 WEST   14 STREET,,10014,2124638626,"310 14 STREET
NEW YORK, NY 10014
(40.739860181491736, -74.00282844758836)"
SIDEWALK CAFE,1290541,Unenclosed,330,"LONG ISLAND CITY APPLE, LLC",,35 AVENUE,38-01 35 AVENUE,,11101,9147772331,"38 01 35 AVENUE
QUEENS, NY 11101
(40.74570244980828, -73.93866902925225)"
SIDEWALK CAFE,1292173,Unenclosed,297,WILLIAMSBURGER LLC,,WYTHE AVENUE,342 WYTHE AVENUE,,11211,6463186359,"342 WYTHE AVENUE
BROOKLYN, NY 11211
(40.71447172219791, -73.96509507653262)"
SIDEWALK CAFE,1292343,Unenclosed,175,ALFIE COMPANY LLC,,1 AVENUE,1712 1 AVENUE,,10128,2129879260,"1712 1 AVENUE
NEW YORK, NY 10128
(40.77861760939433, -73.94803727446144)"
SIDEWALK CAFE,1292658,Enclosed,189,PRY RESTAURANT CORP,,YORK AVENUE,1479 YORK AVENUE,,10075,9179710027,"1479 YORK AVENUE
NEW YORK, NY 10075
(40.77091062087953, -73.95078928406468)"
SIDEWALK CAFE,1292862,Unenclosed,652,NEW YORK STEAK HOUSE LLC,,EMMONS AVENUE,2007 EMMONS AVENUE,,11235,7184408080,"2007 EMMONS AVENUE
BROOKLYN, NY 11235
(40.583752258531696, -73.94836552882961)"
SIDEWALK CAFE,1293466,Unenclosed,230,"LEXINGTON AVENUE BBQ, LLC",,LEXINGTON AVENUE,181 LEXINGTON AVENUE,,10016,2128606466,"181 LEXINGTON AVENUE
NEW YORK, NY 10016
(40.74455166608659, -73.9810192005436)"
SIDEWALK CAFE,1295792,Unenclosed,154,"CHERRY CAFE & RESTAURANT, INC.",,BROADWAY,34-02 BROADWAY,,11106,7186061452,"34 02
ASTORIA, NY 11106
(40.761699790013324, -73.9316632529567)"
SIDEWALK CAFE,1295832,Unenclosed,467,TJ 104 RESTAURANT CORP.,,YORK AVENUE,1737 YORK AVENUE,,10128,2128609191,"1737 YORK AVENUE
NEW YORK, NY 10128
(40.779213014940176, -73.94478203963416)"
SIDEWALK CAFE,1297821,Enclosed,252,3RD AVE 26 REST. CORP.,,3 AVENUE,359 3 AVENUE,,10016,6465260252,"359 3 AVENUE
NEW YORK, NY 10016
(40.740815433312136, -73.98165618876195)"
SIDEWALK CAFE,1298434,Unenclosed,60,SUSHI VIDA INC.,,DYCKMAN STREET,237 DYCKMAN STREET,,10034,2123041217,"237 DYCKMAN STREET
NEW YORK, NY 10034
(40.86612787909837, -73.92792516579355)"
SIDEWALK CAFE,1298516,Unenclosed,190,THE SHOREHAM LLC,,WEST   55 STREET,39 WEST   55 STREET,,10019,2129578300,"39 55 STREET
NEW YORK, NY 10019
(40.7623940412621, -73.97663579918674)"
SIDEWALK CAFE,1299204,Unenclosed,69,CAVATAPPO WINE BAR LLC,,3 AVENUE,347 3 AVENUE,,10010,9174970071,"347 3 AVENUE
NEW YORK, NY 10010
(40.74036808869556, -73.98198139101744)"
SIDEWALK CAFE,1299328,Unenclosed,363,179 THIRD AVENUE REST. INC,,THIRD AVENUE,179 THIRD AVENUE,200 EAST 17 STREET,10003,2124776066,"179 THIRD AVENUE
NEW YORK, NY 10003
(40.735045658351055, -73.98589881608854)"
SIDEWALK CAFE,1299566,Unenclosed,262,POINT 31 INC.,,31 AVENUE,38-01 31 AVENUE,,11103,9176130783,"38 01 31 AVENUE
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
SIDEWALK CAFE,1301309,Enclosed,735,RED BAMBOO ON 7TH AVENUE INC,,7 AVENUE SOUTH,47-49 7 AVENUE SOUTH,,10014,2122552848,"47 49 7 AVENUE
NEW YORK, NY 10014
(40.73358645135369, -74.01019960472792)"
SIDEWALK CAFE,1301635,Unenclosed,61,BONARUE BLEU INDUSTRIES INC,,SULLIVAN STREET,185 SULLIVAN STREET,,10012,2126776830,"185 SULLIVAN STREET
NEW YORK, NY 10012
(40.728274955168224, -74.00082275861485)"
SIDEWALK CAFE,1301753,Unenclosed,725,SCUDERIA GALLO LLC,,DOWNING STREET,10 DOWNING STREET,257-263  6 AVENUE,10014,9178154244,"10 DOWNING STREET
NEW YORK, NY 10014
(40.72955979397233, -74.00295895498436)"
SIDEWALK CAFE,1301779,Enclosed,,"FRESCO BAGEL, LLC",,1 AVENUE,1239 1 AVENUE,,10065,2125359030,"1239 1 AVENUE
NEW YORK, NY 10065
(40.76454397407157, -73.95840995999819)"
SIDEWALK CAFE,1301969,Enclosed,,"JAVIER AND DAVID RESTAURANT, CORP.",,ST NICHOLAS AVENUE,1618 ST NICHOLAS AVENUE,,10040,2127811880,"1618 ST NICHOLAS AVENUE
NEW YORK, NY 10040
(40.85552217772791, -73.92915232345905)"
SIDEWALK CAFE,1304190,Unenclosed,261,CAFE LA NUEVA BAKERY INC,,37 AVENUE,85-02 37 AVENUE,,11372,7185053700,"85 02 37 AVENUE
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
SIDEWALK CAFE,1305277,Unenclosed,77,GROOVE ENTERPRISES INC,,MACDOUGAL STREET,125 MACDOUGAL STREET,,10012,9177319367,"125 MACDOUGAL STREET
NEW YORK, NY 10012
(40.730513075323415, -74.00003615838915)"
SIDEWALK CAFE,1305461,Unenclosed,205,"MMR VENTURES, LLC",,CENTRAL PARK SOUTH,42 CENTRAL PARK SOUTH,,10019,2126887777,"42 CENTRAL PARK
NEW YORK, NY 10019
(40.76484909172368, -73.97430752550486)"
SIDEWALK CAFE,1305734,Enclosed,412,POLLOS MARIO WOODHAVEN CORP.,,WOODHAVEN BOULEVARD,63-20 WOODHAVEN BOULEVARD,,11374,7188565883,"63 20 WOODHAVEN BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
SIDEWALK CAFE,1305870,Unenclosed,390,FIFTH & 5TH LLC,,FIFTH STREET,330 FIFTH STREET,,11215,7188329777,"330 FIFTH STREET
BROOKLYN, NY 11215
(40.671654669526156, -73.98449111295082)"
SIDEWALK CAFE,1306814,Unenclosed,308,"STEVEN JAY, LLC",,3 AVENUE,1600 3 AVENUE,,10128,914476588,"1600 3 AVENUE
NEW YORK, NY 10128
(40.78122584455565, -73.95221920609123)"
SIDEWALK CAFE,1307585,Unenclosed,168,GAT 35 CORP.,,WEST   13 STREET,35 WEST   13 STREET,,10011,2123671979,"35 13 STREET
NEW YORK, NY 10011
(40.73581734527472, -73.99524961992947)"
SIDEWALK CAFE,1307588,Unenclosed,168,480 REST AMSTERDAM INC.,,AMSTERDAM AVENUE,480 AMSTERDAM AVENUE,,10024,2125794299,"480 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.785821380125356, -73.97638398901853)"
SIDEWALK CAFE,1307658,Unenclosed,206,802 RESTAURANT CORP,,9 AVENUE,802 9 AVENUE,,10019,9144692932,"802 9 AVENUE
NEW YORK, NY 10019
(40.76553267514436, -73.98744564997895)"
SIDEWALK CAFE,1307957,Unenclosed,170,BEST BOAT SEAFOOD RESTAURANT INC,,AMSTERDAM AVENUE,722 AMSTERDAM AVENUE,,10025,9175958472,"722 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.79355554957732, -73.97073624667456)"
SIDEWALK CAFE,1308014,Unenclosed,246,"TAPAS FOOD AND WINE, INC.",,BROADWAY,2020 BROADWAY,,10023,2125952805,"2020 BROADWAY
NEW YORK, NY 10023
(40.77639648525826, -73.98200475170165)"
SIDEWALK CAFE,1308287,Unenclosed,99,247 CAFE INC.,,DEKALB AVENUE,247 DEKALB AVENUE,,11205,6314248480,"247 DEKALB AVENUE
BROOKLYN, NY 11205
(40.68950142978864, -73.96924544953329)"
SIDEWALK CAFE,1308502,Unenclosed,290,NEW ORGANICO INC.,,7 AVENUE SOUTH,89 7 AVENUE SOUTH,,10014,6462216545,"89 7 AVENUE
NEW YORK, NY 10014
(40.73258788751083, -74.00335465583623)"
SIDEWALK CAFE,1308512,Unenclosed,233,ASB PIZZERIA INC,,3 AVENUE,1658-1660 3 AVENUE,,10128,2124106787,"1658 1660 3 AVENUE
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)"
SIDEWALK CAFE,1308519,Unenclosed,190,"STINKY VINE, LLC",,SMITH STREET,282 SMITH STREET,,11231,7188751500,"282 SMITH STREET
BROOKLYN, NY 11231
(40.68225820909279, -73.99351612761077)"
SIDEWALK CAFE,1308601,Unenclosed,170,MANNA 2ND AVENUE LLC,,2 AVENUE,1575 2 AVENUE,,10028,9179028947,"1575 2 AVENUE
NEW YORK, NY 10028
(40.775101448706614, -73.9537998121268)"
SIDEWALK CAFE,1308836,Unenclosed,350,J.T. CULINARY LLC,,AMSTERDAM AVENUE,1187 AMSTERDAM AVENUE,,10027,2126667042,"1187 AMSTERDAM AVENUE
NEW YORK, NY 10027
(40.80847865003568, -73.95980926000668)"
SIDEWALK CAFE,1308999,Unenclosed,162,DESMO 916 CORP.,LAVAGNA,EAST    5 STREET,545 EAST    5 STREET,,10009,2129791005,"545 5 STREET
NEW YORK, NY 10009
(40.72443304671631, -73.98333036566906)"
SIDEWALK CAFE,1309076,Unenclosed,319,18 BEDFORD AVE LLC,,BEDFORD AVENUE,18 BEDFORD AVENUE,,11222,6465106467,"18 BEDFORD AVENUE
BROOKLYN, NY 11222
(40.72329009296456, -73.95189214025116)"
SIDEWALK CAFE,1309290,Unenclosed,850,"ABG STANDARD OPERATOR, LLC",,WASHINGTON STREET,848 WASHINGTON STREET,,10014,2125131988,"848 WASHINGTON STREET
NEW YORK, NY 10014
(40.74065773513024, -74.0077319902028)"
SIDEWALK CAFE,1309505,Unenclosed,199,2005 MAMBO SUSHI CORP,,EMMONS AVENUE,2005 EMMONS AVENUE,,11235,7186463100,"2005 EMMONS AVENUE
BROOKLYN, NY 11235
(40.58374972244357, -73.94838750826)"
SIDEWALK CAFE,1309603,Unenclosed,275,CHOW DOWN INC,,NINTH AVENUE,824 NINTH AVENUE,,10019,212765,"824 NINTH AVENUE
NEW YORK, NY 10019
(40.766117234463366, -73.98702296862518)"
SIDEWALK CAFE,1309731,Unenclosed,275,Q & P PIZZA INC,,STEINWAY STREET,28-01 STEINWAY STREET,,11103,7182744870,"28 01 STEINWAY STREET
QUEENS, NY 11103
(40.76286893025696, -73.91327185810974)"
